ucsc.5utr	ucsc.5utr.chr	ucsc.5utr.start	ucsc.5utr.end	ucsc.3utr	ucsc.3utr.chr	ucsc.3utr.start	ucsc.3utr.end
SNHG6	uc003xxa.1	chr8	67834165	67837777	NA	NA	NA	NA
SNORD87	uc003xxb.1	chr8	67834709	67834784	NA	NA	NA	NA
TCF24	uc022avl.1	chr8	67874001	67874825	uc022avl.1	chr8	67858736	67860285
PPP1R42	uc003xxc.3	chr8	67929983	67940786	uc003xxc.3	chr8	67900367	67900617
COPS5	uc010lyu.1	chr8	67958047	67969693	uc003xxd.3	chr8	67955315	67955467
ARFGEF1	uc003xxn.2	chr8	68151057	68152525	uc003xxp.1	chr8	68109909	68112420
CPA6	uc003xxr.4	chr8	68421842	68658620	uc003xxs.2	chr8	68395517	68395892
LOC286189	uc003xxx.4	chr8	69243723	69243726	uc003xxx.4	chr8	69215703	69217004
LOC100505718	uc003xyc.1	chr8	69824038	70016425	NA	NA	NA	NA
SLCO5A1	uc011lfa.2	chr8	70584568	70745404	uc003xyk.3	chr8	70584568	70585521
PRDM14	uc003xym.3	chr8	70982096	70983562	uc003xym.3	chr8	70963886	70964311
NCOA2	uc003xyn.1	chr8	71128981	71316020	uc011lfb.1	chr8	71024267	71025866
TRAM1	uc011lfc.2	chr8	71520342	71520622	uc011lfc.2	chr8	71485453	71487166
LACTB2	uc003xyp.3	chr8	71581356	71581447	uc003xyp.3	chr8	71549501	71550094
EYA1	uc003xyv.3	chr8	72234036	72274467	uc003xys.4	chr8	72109668	72111574
BC048982	uc003xyw.3	chr8	72315675	72459892	NA	NA	NA	NA
MSC	uc003xyx.1	chr8	72756414	72756731	uc003xyx.1	chr8	72753777	72754895
TRPA1	uc003xza.3	chr8	72987645	72987819	uc003xza.3	chr8	72933486	72935140
LOC392232	uc022avu.1	chr8	73117534	73163869	NA	NA	NA	NA
SBSPON	uc003xzf.3	chr8	74005303	74005507	uc003xzf.3	chr8	73976778	73979575
RPL7	uc003xzg.3	chr8	74205848	74205869	uc003xzg.3	chr8	74202874	74203278
AK128216	uc003xzk.2	chr8	74223141	74268696	NA	NA	NA	NA
STAU2	uc003xzq.3	chr8	74527928	74659162	uc003xzr.3	chr8	74564502	74581263
UBE2W	uc031tbj.1	chr8	74698455	74791145	uc003xzu.4	chr8	74698455	74706336
TCEB1	uc022avz.1	chr8	74868246	74884522	uc022avv.1	chr8	74857373	74858864
JPH1	uc003yag.1	chr8	75227827	75233562	uc003yae.3	chr8	75146939	75149457
AK024242	uc003yak.1	chr8	75728286	75779174	NA	NA	NA	NA
BC062758	uc003yao.3	chr8	76135661	76190696	NA	NA	NA	NA
ZFHX4-AS1	uc003yas.4	chr8	77523114	77595510	NA	NA	NA	NA
PEX2	uc022awe.1	chr8	77896415	77913280	uc003yax.3	chr8	77892494	77895496
BC036404	uc003ybc.3	chr8	79446127	79470738	NA	NA	NA	NA
LOC101241902	uc031tbn.1	chr8	79635083	79636609	NA	NA	NA	NA
IL7	uc003ybh.3	chr8	79645007	79717758	uc003ybg.3	chr8	79645007	79645947
HEY1	uc010lzq.3	chr8	80677981	80678728	uc010lzq.3	chr8	80676245	80677422
AK055332	uc003ybn.3	chr8	80681615	80783972	NA	NA	NA	NA
MRPS28	uc003ybp.3	chr8	80942484	80942506	uc003ybp.3	chr8	80831095	80831214
TPD52	uc010lzr.3	chr8	80831095	80993010	uc003ybr.1	chr8	80947105	80950350
DJ031142	uc031tbp.1	chr8	81397768	81398304	NA	NA	NA	NA
ZNF704	uc003yby.2	chr8	81733830	81787016	uc003yby.2	chr8	81540686	81553600
PAG1	uc003ybz.3	chr8	81905463	82024303	uc003ybz.3	chr8	81880046	81888778
PMP2	uc010lzv.1	chr8	82352564	82359719	uc003ycb.1	chr8	82352564	82355632
FABP9	NA	NA	NA	NA	NA	NA	NA	NA
FABP4	uc003ycd.2	chr8	82395403	82395473	uc003ycd.2	chr8	82390732	82391099
FABP12	uc003ycg.4	chr8	82437281	82443550	NA	NA	NA	NA
IMPA1	uc003ych.2	chr8	82593796	82598589	uc011lfr.1	chr8	82569151	82572762
SLC10A5	NA	NA	NA	NA	NA	NA	NA	NA
ZFAND1	uc022awt.1	chr8	82613566	82633539	uc010lzx.2	chr8	82613566	82614929
SNX16	uc011lft.2	chr8	82752222	82754521	uc011lft.2	chr8	82711818	82713731
C8orf59	uc011lfu.2	chr8	86126795	86132643	uc022awy.1	chr8	86126288	86126794
CA1	uc003ydh.3	chr8	86253865	86290342	uc022axc.1	chr8	86240458	86240788
REXO1L2P	uc003ydl.1	chr8	86567819	86567905	uc003ydl.1	chr8	86566828	86566861
REXO1L1	NA	NA	NA	NA	uc022axf.1	chr8	86568695	86573698
PSKH2	NA	NA	NA	NA	NA	NA	NA	NA
SLC7A13	uc003ydr.1	chr8	87242507	87242609	uc003ydr.1	chr8	87226288	87226853
BC038731	uc003yds.3	chr8	87345503	87355543	NA	NA	NA	NA
RMDN1	uc003ydu.3	chr8	87520850	87521009	uc003ydu.3	chr8	87484578	87486536
CNGB3	uc010maj.3	chr8	87683251	87683326	uc010maj.3	chr8	87586163	87588031
DCAF4L2	uc003ydz.3	chr8	88886200	88886296	uc003ydz.3	chr8	88882971	88885011
MMP16	uc003yeb.4	chr8	89339436	89339717	uc003yeb.4	chr8	89049460	89053688
NBN	uc003yei.1	chr8	90993677	90996899	uc011lgb.1	chr8	90945564	90947823
CALB1	uc003yem.1	chr8	91090601	91107687	uc011lge.1	chr8	91070838	91072400
TMEM64	uc003yeo.2	chr8	91715634	91803859	uc003yen.2	chr8	91634223	91637898
LOC100127983	uc022axl.1	chr8	91992664	91997485	uc022axl.1	chr8	91970706	91971234
TMEM55A	uc003yes.3	chr8	92052978	92053203	uc003yes.3	chr8	92006502	92007904
BC067244	uc003yet.3	chr8	92080143	92082417	NA	NA	NA	NA
RUNX1T1	uc003yfe.2	chr8	93029569	93107490	uc010man.2	chr8	92967195	92972469
FLJ46284	uc031tbr.1	chr8	93798238	93798288	uc031tbr.1	chr8	93725190	93728180
TRIQK	uc003yfr.4	chr8	93929218	94029901	uc022axy.1	chr8	93895758	93898849
C8orf87	uc003yft.1	chr8	94178997	94179079	uc003yft.1	chr8	94146324	94146522
LINC00535	uc022ayb.1	chr8	94358695	94712661	NA	NA	NA	NA
RBM12B	uc003yfz.3	chr8	94748639	94753224	uc003yfz.3	chr8	94743731	94745632
MIR378D2	uc022ayf.1	chr8	94928250	94928347	NA	NA	NA	NA
CDH17	uc011lgp.1	chr8	95206914	95229531	uc003ygh.2	chr8	95139394	95140467
GEM	uc003ygi.3	chr8	95272732	95274547	uc003ygi.3	chr8	95261485	95262537
RAD54B	uc003ygl.2	chr8	95403837	95487343	uc003ygn.3	chr8	95439940	95444834
FSBP	uc003ygm.3	chr8	95449097	95449180	uc003ygm.3	chr8	95439940	95444358
KIAA1429	uc010maz.2	chr8	95500005	95539591	uc003ygo.2	chr8	95500005	95500933
LOC100288748	uc022ayh.1	chr8	95651545	95651695	uc022ayh.1	chr8	95649513	95651184
CCNE2	uc003yhc.3	chr8	95906450	95907482	uc003yhc.3	chr8	95892453	95893859
TP53INP1	uc003yhh.3	chr8	95953170	95961615	uc003yhh.3	chr8	95938200	95944313
AX747981	uc003yhm.1	chr8	96079037	96085148	NA	NA	NA	NA
MIR3150B	uc022ayi.1	chr8	96085139	96085224	NA	NA	NA	NA
C8orf69	uc031tbt.1	chr8	96219235	96228602	NA	NA	NA	NA
C8orf37	uc003yho.2	chr8	96281418	96281462	uc003yho.2	chr8	96257141	96259844
LOC100500773	uc022ayw.1	chr8	96959213	96960576	NA	NA	NA	NA
GDF6	uc003yhp.3	chr8	97172921	97173020	uc003yhp.3	chr8	97154558	97156790
UQCRB	uc011lgt.2	chr8	97238904	97247862	uc022ayx.1	chr8	97238904	97243332
MTERFD1	uc003yhs.1	chr8	97270919	97273796	uc010mbd.1	chr8	97251645	97252056
TSPYL5	uc003yhy.3	chr8	98290073	98290176	uc003yhy.3	chr8	98285714	98288818
RPL30	uc010mbk.2	chr8	99057596	99057818	uc010mbk.2	chr8	99037079	99037860
SNORA72	uc003yig.1	chr8	99054314	99054445	NA	NA	NA	NA
HRSP12	uc003yii.1	chr8	99129325	99129418	uc003yii.1	chr8	99114567	99115069
NIPAL2	uc011lgw.1	chr8	99224676	99263982	uc003yil.1	chr8	99204387	99205278
STK3	uc003yio.4	chr8	99895985	99954799	uc003yip.4	chr8	99466859	99468069
MIR599	uc022azd.1	chr8	100548864	100548958	NA	NA	NA	NA
MIR875	uc022aze.1	chr8	100549014	100549089	NA	NA	NA	NA
COX6C	uc003yiy.2	chr8	100904250	100906242	uc003yiy.2	chr8	100890223	100899732
DL491896	uc003yiz.2	chr8	100890378	100893849	NA	NA	NA	NA
RGS22	uc010mbo.1	chr8	101020603	101118344	uc022azf.1	chr8	100973276	100974666
FBXO43	uc003yje.3	chr8	101154380	101158099	uc010mbp.2	chr8	101149121	101149768
RNF19A	uc003yjk.2	chr8	101300403	101322379	uc003yjj.1	chr8	101269288	101270783
ANKRD46	uc003yjm.4	chr8	101542062	101572014	uc003yjn.2	chr8	101533000	101534782
SNX31	uc011lha.2	chr8	101620788	101624322	uc011lha.2	chr8	101585112	101586092
PABPC1	uc003yju.2	chr8	101716525	101733847	uc011lhc.1	chr8	101715144	101716525
YWHAZ	uc011lhg.1	chr8	101937202	101964357	uc011lhe.1	chr8	101930804	101932920
ZNF706	uc031tbv.1	chr8	102213970	102218292	uc031tbu.1	chr8	102209266	102212229
NCALD	uc003ykl.3	chr8	102731858	103137135	uc003yke.3	chr8	102698770	102701536
RRM2B	uc003yko.3	chr8	103217851	103251059	uc022azl.1	chr8	103216729	103220360
UBR5	uc003ykq.3	chr8	103277462	103279729	uc003ykq.3	chr8	103264502	103266529
KLF10	uc031tbx.1	chr8	103661005	103666168	uc031tby.1	chr8	103661005	103662484
AZIN1	uc003ykx.3	chr8	103855881	103876397	uc003ykx.3	chr8	103838536	103840794
C8orf56	uc011lhm.2	chr8	104145573	104153570	uc011lhm.2	chr8	104145191	104145254
LOC100499183	uc003ylf.2	chr8	104177737	104298135	NA	NA	NA	NA
SLC25A32	uc031tca.1	chr8	104415548	104427563	uc031tca.1	chr8	104410866	104412638
DPYS	uc010mcf.1	chr8	105405165	105431082	uc003yly.4	chr8	105391652	105393425
LRP12	uc003ylz.3	chr8	105503699	105508370	uc003ymc.4	chr8	105516483	105521162
ABRA	uc003ymm.4	chr8	107782419	107782472	uc003ymm.4	chr8	107771711	107773264
ANGPT1	uc011lhv.2	chr8	108334332	108348743	uc011lhv.2	chr8	108261710	108264082
RSPO2	uc003ymq.3	chr8	109001366	109094167	uc003ymq.3	chr8	108911544	108913302
EIF3E	uc003ymt.3	chr8	109254086	109255062	uc010mcj.1	chr8	109246513	109247178
TMEM74	uc003ymx.3	chr8	109619079	109799770	uc003ymy.1	chr8	109795346	109796409
NUDCD1	uc010mcl.3	chr8	110326038	110346350	uc003yna.3	chr8	110253148	110255237
SYBU	uc010mcs.3	chr8	110631141	110693234	uc003ynh.4	chr8	110586405	110587134
KCNV1	uc010mcw.3	chr8	110986618	110988076	uc003ynr.4	chr8	110979233	110980316
CSMD3	uc003yns.3	chr8	113697933	113702279	uc003ynx.4	chr8	114321447	114326750
TRPS1	uc003ynz.3	chr8	116632286	116681228	uc011lhy.2	chr8	116420724	116426250
LINC00536	uc031tcc.1	chr8	116962736	117337297	NA	NA	NA	NA
EIF3H	uc003yob.3	chr8	117768233	117778494	uc011lhz.1	chr8	117670488	117671046
RAD21	uc003yod.3	chr8	117878969	117887105	uc003yod.3	chr8	117858173	117859738
MIR3610	uc022azz.1	chr8	117886967	117887039	NA	NA	NA	NA
EXT1	uc003yok.1	chr8	119123286	119124058	uc003yok.1	chr8	118811602	118811950
SAMD12	uc010mdb.1	chr8	119201695	119634234	uc010mda.1	chr8	119201695	119209948
TNFRSF11B	uc010mdc.1	chr8	119938733	119964383	uc003yon.4	chr8	119935796	119936612
ENPP2	uc003yor.2	chr8	120602869	120605248	uc011lic.2	chr8	120569317	120569760
TAF2	uc003you.3	chr8	120844805	120845074	uc003you.3	chr8	120743014	120744163
DSCC1	uc003yov.3	chr8	120868036	120868170	uc003yov.3	chr8	120846181	120847132
MRPL13	uc010mdf.3	chr8	121408083	121457647	uc003ypa.3	chr8	121408083	121408342
SNTB1	uc010mdg.3	chr8	121824084	121824309	uc010mdg.3	chr8	121547985	121551116
HAS2	uc003yph.2	chr8	122653093	122653630	uc003yph.2	chr8	122625271	122626348
BC052578	uc003ypj.3	chr8	122966845	123139423	NA	NA	NA	NA
DERL1	uc003ypl.3	chr8	124054363	124054663	uc003ypn.3	chr8	124026389	124031430
FAM83A-AS1	uc003yqa.1	chr8	124213412	124214983	NA	NA	NA	NA
MIR4663	uc022baj.1	chr8	124228028	124228103	NA	NA	NA	NA
C8orf76	uc003yqc.2	chr8	124253587	124253638	uc003yqc.2	chr8	124232196	124232342
ZHX1-C8ORF76	uc003yqd.3	chr8	124279534	124286727	uc003yqd.3	chr8	124238429	124238712
ZHX1	uc003yqg.3	chr8	124260690	124286727	uc003yqe.3	chr8	124260690	124265564
ATAD2	uc003yqi.4	chr8	124332091	124428590	uc011lii.2	chr8	124332091	124333373
FBXO32	uc003yqp.2	chr8	124526511	124544383	uc003yqp.2	chr8	124510127	124515612
KLHL38	uc003yqs.1	chr8	124665167	124665190	uc003yqs.1	chr8	124657915	124657978
ANXA13	uc003yqt.3	chr8	124749575	124749647	uc003yqt.3	chr8	124693034	124693479
FER1L6-AS1	uc003yqx.1	chr8	124996378	125053023	NA	NA	NA	NA
AK057332	uc003yqy.1	chr8	125058314	125183763	NA	NA	NA	NA
TMEM65	uc010mdl.3	chr8	125384399	125384940	uc010mdl.3	chr8	125323159	125326200
CR933665	uc003yrb.3	chr8	125474738	125486804	NA	NA	NA	NA
TATDN1	uc003yre.2	chr8	125500735	125551329	uc003yrd.2	chr8	125500735	125500834
MTSS1	uc003yrk.2	chr8	125740197	125740730	uc003yrh.2	chr8	125563028	125565232
KIAA0196	uc011lir.2	chr8	126093977	126104061	uc003yrt.3	chr8	126036503	126036858
LINC00861	uc022bbb.1	chr8	126934767	126963441	NA	NA	NA	NA
FAM84B	uc003yrz.2	chr8	127569635	127570711	uc003yrz.2	chr8	127564683	127568701
JX003871	uc031tcg.1	chr8	128197725	128200455	NA	NA	NA	NA
CCAT1	uc003ysa.2	chr8	128219629	128231333	NA	NA	NA	NA
DQ515898	uc003ysc.2	chr8	128301929	128433619	NA	NA	NA	NA
DQ515899	uc003ysd.2	chr8	128301929	128433619	NA	NA	NA	NA
LOC727677	uc003yse.2	chr8	128301929	128494384	NA	NA	NA	NA
BC042052	uc003ysg.4	chr8	128698588	128746211	NA	NA	NA	NA
TMEM75	uc003ysm.2	chr8	128960629	128960969	uc003ysm.2	chr8	128958805	128960292
BC009730	uc003ysn.2	chr8	129417516	129440162	NA	NA	NA	NA
BC014119	uc003yso.1	chr8	129571390	129573380	NA	NA	NA	NA
LOC728724	uc003ysp.2	chr8	130228713	130253486	NA	NA	NA	NA
CCDC26	uc003ysq.2	chr8	130363940	130365228	NA	NA	NA	NA
GSDMC	uc003ysr.3	chr8	130789834	130799134	uc003ysr.3	chr8	130760442	130760746
FAM49B	uc003ysy.2	chr8	130891708	131028897	uc003yss.4	chr8	130851839	130854387
MIR5194	uc031tcj.1	chr8	131020580	131020699	NA	NA	NA	NA
ASAP1	uc011liw.2	chr8	131373954	131455906	uc003ysz.2	chr8	131064351	131066976
ADCY8	uc003ytd.4	chr8	132052580	132052835	uc003ytd.4	chr8	131792547	131792635
OC90	uc011lix.1	chr8	133067274	133071627	uc003ytg.2	chr8	133036467	133036727
HHLA1	uc003yth.2	chr8	133092461	133093351	uc003yth.2	chr8	133073733	133076241
KCNQ3	uc003ytj.3	chr8	133492780	133493004	uc003yti.3	chr8	133133105	133141508
HPYR1	uc011liz.1	chr8	133572745	133573726	NA	NA	NA	NA
LRRC6	uc003ytl.4	chr8	133584201	133687863	uc003ytk.4	chr8	133584201	133584553
TMEM71	uc003ytm.2	chr8	133740183	133759360	uc003ytm.2	chr8	133722192	133723212
SLA	uc011ljf.2	chr8	134060103	134115310	uc011ljd.2	chr8	134048973	134050768
NDRG1	uc011ljh.1	chr8	134269041	134309547	uc003yuf.1	chr8	134249414	134251120
AX746885	uc003yui.1	chr8	134249419	134253770	NA	NA	NA	NA
ST3GAL1	uc003yuk.2	chr8	134488268	134584183	uc003yuk.2	chr8	134467091	134472006
ZFAT	uc010mei.3	chr8	135490031	135725292	uc003yur.3	chr8	135609787	135612576
MIR30B	uc011ljk.2	chr8	135812763	135812850	NA	NA	NA	NA
MIR30D	uc011ljl.1	chr8	135817119	135817188	NA	NA	NA	NA
FAM135B	uc003yuz.3	chr8	139142266	139509065	uc003yvb.3	chr8	139155103	139158211
COL22A1	uc003yvd.3	chr8	139895416	139926236	uc011ljo.2	chr8	139600478	139601495
KCNK9	uc003yve.1	chr8	140613082	140631342	uc003yvf.1	chr8	140623580	140624917
TRAPPC9	uc003yvj.2	chr8	141461473	141467861	uc003yvj.2	chr8	140742586	140743303
DQ574852	uc003yvm.3	chr8	141531043	141535875	NA	NA	NA	NA
AGO2	uc010men.3	chr8	141583016	141645646	uc003yvn.3	chr8	141541264	141542142
PTK2	uc003yvv.3	chr8	141900665	142011412	uc011ljp.2	chr8	141668481	141669564
Mir_28	uc022bbw.1	chr8	141742677	141742753	uc021xiq.1	chr3	188406569	188406654
SLC45A4	uc003ywc.1	chr8	142238366	142238673	uc003ywc.1	chr8	142217274	142222289
GPR20	uc003ywf.3	chr8	142368024	142377365	uc003ywf.3	chr8	142366587	142366946
MROH5	uc011ljs.2	chr8	142443929	142517330	uc003ywi.2	chr8	142443929	142444057
TSNARE1	uc003ywk.3	chr8	143436086	143484543	uc011lju.2	chr8	143293441	143310844
ARC	uc003ywn.2	chr8	143695633	143695833	uc003ywn.2	chr8	143692405	143694441
JRK	uc022bcb.1	chr8	143738878	143751401	uc003ywp.3	chr8	143738874	143745768
LOC100288181	uc022bcf.1	chr8	143783670	143808391	NA	NA	NA	NA
SLURP1	uc003ywy.3	chr8	143823804	143823829	uc003ywy.3	chr8	143822362	143822560
LYPD2	uc003ywz.3	chr8	143833870	143833952	uc003ywz.3	chr8	143831628	143831700
LYNX1	uc003yxb.3	chr8	143857376	143859640	uc003yxc.1	chr8	143852615	143856584
LY6D	uc003yxf.1	chr8	143867933	143868008	uc003yxf.1	chr8	143866298	143866636
CYP11B1	uc003yxh.3	chr8	143957397	143957763	uc010mex.3	chr8	143953773	143955788
CYP11B2	uc003yxk.1	chr8	143999257	143999259	uc003yxk.1	chr8	143991975	143993395
LOC100133669	uc003yxl.4	chr8	144089182	144099807	uc011ljz.1	chr8	144063448	144063672
LY6H	uc003yxt.3	chr8	144240521	144241755	uc011lka.2	chr8	144239331	144239666
TOP1MT	uc011lkd.3	chr8	144411586	144442147	uc011lkf.2	chr8	144391556	144391891
RHPN1-AS1	uc011lkg.3	chr8	144450582	144450805	uc011lkg.3	chr8	144448793	144450335
MAFA	uc003yyc.2	chr8	144512577	144512602	uc003yyc.2	chr8	144510230	144511514
ZC3H3	uc003yyd.2	chr8	144623592	144623620	uc003yyd.2	chr8	144519825	144520225
MROH6	uc010mff.3	chr8	144654885	144654928	uc010mff.3	chr8	144648363	144649408
NAPRT1	uc003yym.4	chr8	144660489	144660513	uc011lkh.2	chr8	144656955	144657333
EEF1D	uc011lkk.2	chr8	144669016	144679845	uc003yyp.2	chr8	144661867	144661961
PYCRL	uc011lkn.2	chr8	144686083	144691784	uc003yyy.3	chr8	144686083	144687869
TSTA3	uc003yzb.2	chr8	144698883	144699732	uc003yza.2	chr8	144694788	144695079
CCDC166	NA	NA	NA	NA	NA	NA	NA	NA
FAM83H	uc003yzk.3	chr8	144812753	144815914	uc003yzk.3	chr8	144806103	144808090
MIR4664	uc022bci.1	chr8	144815253	144815323	NA	NA	NA	NA
SCRIB	uc003yzn.1	chr8	144876106	144886326	uc003yzn.1	chr8	144873090	144873332
MIR937	uc022bck.1	chr8	144895127	144895212	NA	NA	NA	NA
PUF60	uc003yzq.4	chr8	144904066	144911279	uc003yzq.4	chr8	144898514	144898689
NRBP2	uc003yzy.3	chr8	144921070	144924200	uc003yzv.3	chr8	144915770	144917887
PLEC	uc003zaj.2	chr8	145049538	145050913	uc003zab.1	chr8	144989321	144990344
MIR661	uc022bcl.1	chr8	145019359	145019447	NA	NA	NA	NA
PARP10	uc011lkv.2	chr8	145051320	145060635	uc003zak.4	chr8	145051320	145051651
OPLAH	uc003zar.3	chr8	145114936	145115584	uc003zat.1	chr8	145112312	145112588
SHARPIN	uc003zbb.3	chr8	145153536	145159140	uc003zba.3	chr8	145153536	145153780
BOP1	uc003zbr.1	chr8	145515053	145515120	uc003zbr.1	chr8	145486056	145486119
DGAT1	uc003zbv.3	chr8	145550300	145550567	uc003zbv.3	chr8	145538247	145540216
SCRT1	uc003zbw.1	chr8	145559832	145559943	uc003zbw.1	chr8	145554454	145556846
TMEM249	uc003zby.4	chr8	145578502	145579269	uc011llb.2	chr8	145576886	145577007
FBXL6	uc010mfx.3	chr8	145580704	145583036	uc003zbz.3	chr8	145579088	145579190
CPSF1	uc003zcl.1	chr8	145630338	145634733	uc003zcj.3	chr8	145618446	145618532
MIR939	uc022bcn.1	chr8	145619364	145619445	NA	NA	NA	NA
MIR1234	uc022bco.1	chr8	145625476	145625559	NA	NA	NA	NA
SLC39A4	uc003zcn.4	chr8	145637798	145638970	uc003zco.3	chr8	145637798	145637921
VPS28	uc003zcs.1	chr8	145652329	145653927	uc003zct.1	chr8	145649000	145649269
TONSL	uc011llg.2	chr8	145669798	145669812	uc011llg.2	chr8	145654163	145654525
CYHR1	uc003zcy.2	chr8	145690285	145691031	uc003zcv.2	chr8	145675315	145675761
FOXH1	uc003zdc.3	chr8	145701140	145701718	uc003zdc.3	chr8	145699115	145699620
AK094577	uc003zde.1	chr8	145723114	145724363	uc003zde.1	chr8	145721001	145722489
RECQL4	uc003zdj.3	chr8	145743169	145743210	uc003zdj.3	chr8	145736667	145736813
LRRC24	uc003zdm.3	chr8	145750359	145752416	uc003zdm.3	chr8	145747761	145747858
C8orf82	uc003zdq.1	chr8	145753353	145754458	uc003zdp.1	chr8	145751603	145752725
ARHGAP39	uc011llk.1	chr8	145831000	145911194	uc003zds.1	chr8	145754563	145755805
ZNF251	uc003zdv.4	chr8	145980114	145980970	uc003zdv.4	chr8	145946294	145947028
ZNF34	uc003zdx.4	chr8	146003857	146012725	uc010mgb.3	chr8	145998501	145998650
RPL8	uc003zec.3	chr8	146017515	146017805	uc003zeb.3	chr8	146015154	146015188
COMMD5	uc010mgf.2	chr8	146076724	146126846	uc003zem.3	chr8	146075551	146076048
ZNF250	uc003zer.4	chr8	146115735	146126846	uc003zer.4	chr8	146102336	146106899
ZNF16	uc003zet.3	chr8	146171593	146176274	uc003zet.3	chr8	146155744	146156123
ZNF252P	uc003zew.4	chr8	146203911	146228285	uc003zew.4	chr8	146198975	146202524
PLCXD1	uc004cpc.3	chrX	198061	200854	uc011mgx.2	chrX	192991	220022
SHOX	uc004cph.1	chrX	585079	591632	uc004cph.1	chrX	605372	607558
CSF2RA	uc011mhc.1	chrX	1387693	1407707	uc010ncu.2	chrX	1387693	1428828
MIR3690	NA	NA	NA	NA	uc022bru.1	chrX	1412811	1412885
IL3RA	uc004cps.3	chrX	1455509	1460658	uc004cps.3	chrX	1501359	1501582
ASMTL-AS1	NA	NA	NA	NA	uc004cpw.3	chrX	1519424	1534314
AKAP17A	uc010ncx.1	chrX	1710486	1712355	uc004cqb.3	chrX	1710486	1721411
ASMT	uc004cqd.3	chrX	1714277	1734092	uc004cqd.3	chrX	1761908	1761974
CD99P1	NA	NA	NA	NA	uc004cqj.2	chrX	2527306	2575270
CD99	uc004cqn.4	chrX	2609228	2609401	uc004cqn.4	chrX	2651406	2659350
XG	uc004cqp.3	chrX	2670093	2670315	uc010ndb.2	chrX	2670093	2707747
GYG2	uc004cqv.1	chrX	2746863	2773174	uc004cqs.1	chrX	2799255	2800861
ARSH	NA	NA	NA	NA	NA	NA	NA	NA
ARSF	uc022brz.1	chrX	2958275	2986141	uc022brz.1	chrX	3030598	3030770
CXorf28	NA	NA	NA	NA	uc022bsa.1	chrX	3189861	3202694
STS	uc004cry.4	chrX	7137472	7137716	uc004crw.2	chrX	7065293	7171377
MIR4767	NA	NA	NA	NA	uc022bsh.1	chrX	7065901	7065978
VCX	uc004crz.3	chrX	7810303	7811244	uc004crz.3	chrX	7812058	7812184
MIR651	NA	NA	NA	NA	uc022bsi.1	chrX	8095006	8095102
VCX3B	uc011mht.2	chrX	8432871	8433491	uc011mht.2	chrX	8434425	8434551
TBL1X	uc004csq.4	chrX	9431335	9622304	uc010ndq.3	chrX	9684287	9687780
SHROOM2	uc004csv.2	chrX	9880412	9900818	uc004csu.1	chrX	9914978	9917481
WWC3	uc010nds.3	chrX	9983795	10084491	uc010ndt.3	chrX	10047765	10112518
CLCN4	uc011mid.3	chrX	10124985	10162988	uc004csy.4	chrX	10201625	10205699
HCCS	uc004cul.2	chrX	11129406	11130180	uc004cul.2	chrX	11139931	11141204
AMELX	uc004cus.3	chrX	11311533	11312908	uc004cus.3	chrX	11318733	11318881
MSL3	uc011mig.2	chrX	11776278	11779038	uc004cuv.1	chrX	11783929	11786096
FRMPD4	uc011mij.2	chrX	12156585	12359739	uc004cuz.2	chrX	12738653	12742642
PRPS2	uc004cva.3	chrX	12809474	12809616	uc004cva.3	chrX	12840916	12842346
TLR7	uc004cvc.3	chrX	12885202	12885697	uc004cvc.3	chrX	12906778	12908480
TLR8	uc004cvd.3	chrX	12924739	12928504	uc004cve.3	chrX	12940286	12941288
TMSB4X	uc004cvf.3	chrX	12993226	12994380	uc004cvf.3	chrX	12994931	12995346
LOC100093698	NA	NA	NA	NA	uc031tgt.1	chrX	13328771	13338052
LOC100133123	NA	NA	NA	NA	uc022btc.1	chrX	13353360	13359944
EGFL6	uc011mik.1	chrX	13587846	13618110	uc004cvi.3	chrX	13651215	13651694
TCEANC	uc010nef.1	chrX	13671225	13680627	uc004cvl.3	chrX	13680863	13700083
RAB9A	uc004cvm.3	chrX	13707240	13726865	uc004cvm.3	chrX	13727472	13727944
OFD1	uc004cvr.4	chrX	13752832	13774774	uc004cvs.4	chrX	13752832	13787480
GLRA2	uc011mio.2	chrX	14547420	14592519	uc011mio.2	chrX	14748608	14749933
MOSPD2	uc004cwj.3	chrX	14903413	14910954	uc004cwi.3	chrX	14937932	14939459
BMX	uc004cww.3	chrX	15482369	15526476	uc004cww.3	chrX	15574271	15574652
CA5BP1	uc011mir.1	chrX	15693039	15706933	uc011mir.1	chrX	15721316	15721474
CA5B	uc004cxe.3	chrX	15756412	15768146	uc004cxe.3	chrX	15800788	15805748
ZRSR2	uc004cxg.4	chrX	15808574	15808618	uc004cxg.4	chrX	15841366	15841382
GRPR	uc004cxj.3	chrX	16141424	16142076	uc004cxj.3	chrX	16170769	16171641
MAGEB17	uc031tgu.1	chrX	16185604	16188505	NA	NA	NA	NA
S100G	uc004cxn.1	chrX	16668281	16669129	uc004cxn.1	chrX	16672633	16672791
SYAP1	uc011miv.2	chrX	16737707	16737911	uc011miv.2	chrX	16778483	16780807
TXLNG	uc004cxq.2	chrX	16804555	16804610	uc004cxq.2	chrX	16859890	16862642
REPS2	uc011miw.1	chrX	16996667	17040268	uc004cxv.1	chrX	17165605	17171403
NHS	uc004cya.3	chrX	17704908	17737505	uc004cxx.3	chrX	17750585	17754113
MIR4768	NA	NA	NA	NA	uc022btk.1	chrX	17444004	17444077
