ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID5023	IPI01026218	GABRA5	ENSG00000186297	15	27111510	27194354	1
ID5025	NA	MAN1A2	ENSG00000198162	1	117910071	118071494	1
ID5026	IPI00879432	SERHL2	ENSG00000183569	22	42949623	42970388	1
ID5027	IPI00165171	DGCR14	ENSG00000100056	22	19117792	19132197	-1
ID5028	IPI00005605	NDRG3	ENSG00000101079	20	35280169	35374481	-1
ID5029	IPI00031683	TRPC6	ENSG00000137672	11	101322295	101743293	-1
ID5030	NA	SLC37A4	ENSG00000137700	11	118894824	118901616	-1
ID5031	NA	CEACAM5	ENSG00000105388	19	42212504	42233718	1
ID5032	NA	MTMR7	ENSG00000003987	8	17155539	17271037	-1
ID5033	NA	MUC8	ENSG00000269676	12	133049334	133050726	-1
ID5034	NA	KIR2DL3	ENSG00000243772	19	55249980	55295776	1
ID5035	IPI00306933	MYO9B	ENSG00000099331	19	17186591	17325346	1
ID5036	NA	RPS14	ENSG00000164587	5	149822753	149829319	-1
ID5037	IPI00299463	NBN	ENSG00000104320	8	90945564	91015456	-1
ID5038	IPI00328319	RBBP4	ENSG00000162521	1	33116743	33151812	1
ID5039	IPI00028203	OR2F2	ENSG00000221910	7	143632259	143633372	1
ID5040	IPI00011286	ADRB3	ENSG00000188778	8	37820516	37824483	-1
ID5041	NA	SHMT1	ENSG00000176974	17	18231187	18266856	-1
ID5042	IPI00742726	ADCY10	ENSG00000143199	1	167778625	167883453	-1
ID5043	NA	ACO2	ENSG00000100412	22	41865129	41924993	1
ID5044	NA	OR1F2P	ENSG00000203581	16	3265562	3266546	1
ID5045	IPI00298946	DSCR3	ENSG00000157538	21	38595721	38640262	-1
ID5046	IPI00645455	FOXJ3	ENSG00000198815	1	42642210	42801548	-1
ID5047	IPI00025418	COL7A1	ENSG00000114270	3	48601506	48632700	-1
ID5048	IPI00556407	KLK13	ENSG00000167759	19	51559463	51568371	-1
ID5049	IPI00009180	OR7A10	ENSG00000127515	19	14951760	14952689	-1
ID5050	NA	HERC2P2	ENSG00000140181	15	23282281	23378228	-1
ID5051	IPI00646318	CYP4A22	ENSG00000162365	1	47603107	47615413	1
ID5053	NA	ATXN3	ENSG00000066427	14	92524896	92572965	-1
ID5054	NA	HLA-DRB6	ENSG00000229391	6	32520490	32527799	-1
ID5055	IPI00290857	KRT3	ENSG00000186442	12	53183469	53189901	-1
ID5056	NA	IL23A	ENSG00000110944	12	56732663	56734193	1
ID5057	NA	DISC1	ENSG00000162946	1	231762561	232177018	1
ID5058	NA	CTAGE11P	ENSG00000214249	13	75812080	75814432	-1
ID5059	IPI00640211	OR2J3	ENSG00000206522	HSCHR6_MHC_QBL	29079675	29080610	1
ID5061	NA	RPS10	ENSG00000124614	6	34385231	34393902	-1
ID5062	NA	KRT19P2	ENSG00000216306	12	95227923	95228934	1
ID5063	IPI00294635	CTAG1B	ENSG00000184033	X	153845865	153847533	-1
ID5064	NA	RPL21	ENSG00000122026	13	27825446	27830828	1
ID5065	IPI00413895	DNM1	ENSG00000106976	9	130965658	131017527	1
ID5067	NA	FDPS	ENSG00000160752	1	155278539	155290457	1
ID5068	NA	PPIA	ENSG00000196262	7	44836279	44864163	1
ID5069	NA	ARHGEF15	ENSG00000198844	17	8213559	8225829	1
ID5070	IPI01015310	PRICKLE3	ENSG00000012211	X	49031151	49042845	-1
ID5071	NA	HNRNPA1	ENSG00000135486	12	54673977	54680872	1
ID5072	IPI00607579	HPS1	ENSG00000107521	10	100175955	100206684	-1
ID5073	IPI00006433	DNAJC16	ENSG00000116138	1	15853308	15918874	1
ID5074	NA	NCAM1	ENSG00000262279	HG306_PATCH	112831997	113149158	1
ID5075	IPI00658091	PRAMEF11	ENSG00000204513	1	12884468	12891264	-1
ID5076	NA	CTNNA1	ENSG00000044115	5	137946656	138270723	1
ID5077	IPI00301844	ZHX3	ENSG00000174306	20	39807088	39946312	-1
ID5078	IPI00260715	FUS	ENSG00000089280	16	31191431	31203127	1
ID5079	IPI00031509	IL15	ENSG00000164136	4	142557752	142655140	1
ID5080	NA	IL15	ENSG00000164136	4	142557752	142655140	1
ID5081	IPI00978667	MDM2	ENSG00000135679	12	69201956	69239214	1
ID5083	IPI00000824	NTRK3	ENSG00000140538	15	88418230	88799999	-1
ID5084	IPI00513944	XPNPEP1	ENSG00000108039	10	111624524	111683311	-1
ID5086	NA	PGK1	ENSG00000102144	X	77320685	77384793	1
ID5087	NA	CAPN6	ENSG00000077274	X	110488331	110513751	-1
ID5088	IPI00003818	KYNU	ENSG00000115919	2	143635067	143799890	1
ID5089	NA	ATF5	ENSG00000169136	19	50431959	50437192	1
ID5090	NA	BAZ2B	ENSG00000123636	2	160175490	160473203	-1
ID5091	IPI00376844	UBE2NL	ENSG00000102069	X	142967173	142968355	1
ID5093	NA	MT4	ENSG00000102891	16	56598961	56602869	1
ID5095	IPI00795257	GAPDH	ENSG00000111640	12	6643093	6647537	1
ID5096	IPI00012856	FOXO3B	ENSG00000240445	17	18574259	18576186	-1
ID5097	IPI00872175	ZNF227	ENSG00000131115	19	44711700	44741421	1
ID5098	IPI00748487	COL2A1	ENSG00000139219	12	48366748	48398269	-1
ID5099	IPI00976597	GPLD1	ENSG00000112293	6	24424793	24495433	-1
ID5100	IPI00217324	PPIL2	ENSG00000100023	22	22006559	22054304	1
ID5101	IPI00022316	MRPS18B	ENSG00000233813	HSCHR6_MHC_DBB	30575727	30584413	1
ID5102	NA	MYO5A	ENSG00000197535	15	52599480	52821247	-1
ID5103	NA	AGRN	ENSG00000188157	1	955503	991496	1
ID5104	IPI00947453	RREB1	ENSG00000124782	6	7107830	7252213	1
ID5106	IPI00946340	TNXB	ENSG00000233323	HSCHR6_MHC_COX	31957379	32033845	-1
ID5107	NA	POLR2A	ENSG00000181222	17	7387685	7417933	1
ID5108	IPI00007880	MS4A1	ENSG00000156738	11	60223225	60238233	1
ID5109	IPI00374563	AGRN	ENSG00000188157	1	955503	991496	1
ID5110	IPI00031627	POLR2A	ENSG00000181222	17	7387685	7417933	1
ID5111	NA	PIWIL2	ENSG00000197181	8	22132810	22215076	1
ID5112	IPI00218390	CD22	ENSG00000012124	19	35810164	35838258	1
ID5113	NA	MC2R	ENSG00000185231	18	13882043	13915706	-1
ID5114	NA	PCDHGC3	ENSG00000240184	5	140855580	140892542	1
ID5115	IPI00218434	HIRA	ENSG00000100084	22	19318221	19435224	-1
ID5116	IPI00642883	COL10A1	ENSG00000123500	6	116440086	116479910	-1
ID5117	NA	COL1A1	ENSG00000108821	17	48260650	48278993	-1
ID5118	NA	CYBB	ENSG00000165168	X	37639264	37672714	1
ID5119	IPI00006121	IDS	ENSG00000010404	X	148558521	148615470	-1
ID5120	IPI00009312	MC2R	ENSG00000185231	18	13882043	13915706	-1
ID5121	NA	HLA-A	ENSG00000206505	HSCHR6_MHC_QBL	29898417	29903057	1
ID5122	NA	USP33	ENSG00000077254	1	78161672	78225537	-1
ID5124	IPI00025273	GART	ENSG00000159131	21	34876238	34915797	-1
ID5125	NA	MAG	ENSG00000105695	19	35783028	35804707	1
ID5126	IPI00418238	AGFG2	ENSG00000106351	7	100136834	100165842	1
ID5127	IPI00021554	B3GALT2	ENSG00000162630	1	193148175	193155784	-1
ID5128	IPI00027807	SSTR2	ENSG00000180616	17	71161151	71167185	1
ID5129	IPI01021071	HLA-E	ENSG00000229252	HSCHR6_MHC_DBB	30447487	30452225	1
ID5130	IPI00855767	RAP1GDS1	ENSG00000138698	4	99182535	99365012	1
ID5131	NA	TNP2	ENSG00000178279	16	11361605	11363390	-1
ID5132	NA	BTF3	ENSG00000145741	5	72794233	72801460	1
ID5135	NA	NCKAP1	ENSG00000061676	2	183773843	183903586	-1
ID5136	IPI00013485	RPS2	ENSG00000140988	16	2012053	2014861	-1
ID5137	NA	CYP2D6	ENSG00000100197	22	42522501	42526908	-1
ID5138	IPI00399005	IGHA1	ENSG00000211895	14	106173457	106175002	-1
ID5139	IPI00795372	SLC11A1	ENSG00000018280	2	219246752	219261617	1
ID5140	IPI00022872	LIMK2	ENSG00000182541	22	31608225	31676066	1
ID5141	NA	THRA	ENSG00000126351	17	38214543	38250120	1
ID5142	NA	PIP5K1B	ENSG00000107242	9	71320575	71624092	1
ID5143	IPI00921825	HLA-DMA	ENSG00000242685	HSCHR6_MHC_QBL	32845119	32867240	-1
ID5144	NA	IGKC	ENSG00000211592	2	89156674	89157196	-1
ID5145	NA	FOLH1	ENSG00000086205	11	49168187	49230222	-1
ID5146	NA	CR1	ENSG00000203710	1	207669492	207813992	1
ID5147	IPI00410687	ZDHHC17	ENSG00000186908	12	77157368	77247476	1
ID5148	NA	PMS2P3	ENSG00000127957	7	75132254	75157478	-1
ID5149	IPI00031171	IL6R	ENSG00000160712	1	154377669	154441926	1
ID5150	IPI00012587	PTENP1	ENSG00000237984	9	33673502	33677497	-1
ID5151	IPI00034050	NCR2	ENSG00000096264	6	41303393	41318625	1
ID5152	NA	PTENP1	ENSG00000237984	9	33673502	33677497	-1
ID5153	IPI00027855	CALCA	ENSG00000262933	HG873_PATCH	14988217	14993851	-1
ID5154	IPI00220373	IDE	ENSG00000119912	10	94211441	94333833	-1
ID5155	NA	TYMP	ENSG00000025708	22	50964181	50968485	-1
ID5156	IPI00902903	OR7E37P	ENSG00000215480	13	42016906	42017786	1
ID5157	IPI01013673	TIAL1	ENSG00000151923	10	121334199	121356541	-1
ID5158	NA	CIAO1	ENSG00000144021	2	96931870	96939087	1
ID5159	IPI00018298	IFIT2	ENSG00000119922	10	91061712	91069033	1
ID5160	IPI00014934	STK17B	ENSG00000081320	2	196998290	197041227	-1
ID5161	IPI01018236	ABCA6	ENSG00000154262	17	67074843	67138029	-1
ID5164	IPI00290432	SLC11A1	ENSG00000018280	2	219246752	219261617	1
ID5165	IPI00152407	C18orf25	ENSG00000152242	18	43753519	43846949	1
ID5166	IPI00293288	GRIK5	ENSG00000105737	19	42502473	42573650	-1
ID5167	IPI00011226	CRX	ENSG00000105392	19	48322703	48346587	1
ID5168	IPI00101678	KAZALD1	ENSG00000107821	10	102821598	102827888	1
ID5169	IPI00032328	KNG1	ENSG00000113889	3	186435065	186461743	1
ID5170	NA	MILR1	ENSG00000263304	HG183_PATCH	62526397	62546003	1
ID5171	IPI00299240	CACNA1S	ENSG00000081248	1	201008642	201081694	-1
ID5172	IPI00010490	ARVCF	ENSG00000099889	22	19957419	20004331	-1
ID5173	NA	SRPK2	ENSG00000135250	7	104751151	105039755	-1
ID5174	NA	MYOF	ENSG00000138119	10	95066186	95242074	-1
ID5177	IPI00152566	KCNV2	ENSG00000168263	9	2717502	2730037	1
ID5178	NA	CD44	ENSG00000026508	11	35160417	35253949	1
ID5180	IPI00394820	OLFML1	ENSG00000183801	11	7506619	7532608	1
ID5181	IPI00171475	NFATC2IP	ENSG00000176953	16	28962128	28978418	1
ID5182	IPI00299094	CLCA2	ENSG00000137975	1	86889769	86922241	1
ID5183	IPI00946990	ORAI2	ENSG00000160991	7	102073553	102097268	1
ID5184	NA	SLC34A1	ENSG00000131183	5	176806236	176825849	1
ID5185	NA	FAM49B	ENSG00000153310	8	130851839	131029375	-1
ID5186	NA	SGSM2	ENSG00000141258	17	2240792	2284352	1
ID5187	IPI00056537	NXPE3	ENSG00000144815	3	101498046	101547073	1
ID5188	IPI01011367	ZNF816	ENSG00000180257	19	53430388	53466164	-1
ID5189	IPI00607818	MYH14	ENSG00000105357	19	50691443	50813802	1
ID5190	IPI00642651	MT1M	ENSG00000205364	16	56666145	56667898	1
ID5191	IPI00152427	ZNF675	ENSG00000197372	19	23708433	23870022	-1
ID5193	IPI00002511	ATF6	ENSG00000118217	1	161736084	161933860	1
ID5194	NA	OR7E14P	ENSG00000184669	11	17035545	17074583	1
ID5195	IPI01013926	CR1	ENSG00000203710	1	207669492	207813992	1
ID5196	IPI00888794	STEAP1B	ENSG00000105889	7	22459063	22672544	-1
ID5197	IPI00294055	CLCN4	ENSG00000073464	X	10125024	10205700	1
ID5198	NA	CPM	ENSG00000135678	12	69235977	69365350	-1
ID5199	NA	CYP2C9	ENSG00000138109	10	96698415	96749147	1
ID5200	IPI00064765	RPL10L	ENSG00000165496	14	47120222	47121028	-1
ID5201	IPI00879458	GGA1	ENSG00000100083	22	38004481	38029571	1
ID5202	IPI00215863	CALCA	ENSG00000262933	HG873_PATCH	14988217	14993851	-1
ID5204	NA	CLOCK	ENSG00000134852	4	56294070	56413305	-1
ID5205	IPI00889534	CPS1	ENSG00000021826	2	211342406	211543831	1
ID5206	NA	GRIA3	ENSG00000125675	X	122318006	122624766	1
ID5207	IPI00290396	TGM4	ENSG00000163810	3	44916100	44956482	1
ID5208	NA	TGM4	ENSG00000163810	3	44916100	44956482	1
ID5209	IPI00031385	EDDM3A	ENSG00000181562	14	21214051	21216539	1
ID5210	NA	GRIN2C	ENSG00000161509	17	72838162	72857627	-1
ID5211	IPI00654576	CDH8	ENSG00000150394	16	61681146	62070939	-1
ID5212	NA	SOS2	ENSG00000100485	14	50583847	50698276	-1
ID5213	IPI01025046	SOS2	ENSG00000100485	14	50583847	50698276	-1
ID5214	IPI00930512	PAH	ENSG00000171759	12	103230663	103352188	-1
ID5215	NA	NPC1	ENSG00000141458	18	21086148	21166862	-1
ID5216	NA	NEBL	ENSG00000078114	10	21068902	21463116	-1
ID5217	IPI00514509	RAB40A	ENSG00000172476	X	102754678	102774417	-1
ID5218	IPI00015963	TRPA1	ENSG00000104321	8	72932152	72987852	-1
ID5219	IPI00953209	SKIL	ENSG00000136603	3	170075466	170114623	1
ID5220	NA	ZSWIM1	ENSG00000168612	20	44509866	44513905	1
ID5221	NA	ZSCAN18	ENSG00000121413	19	58595205	58629794	-1
ID5222	NA	ZCCHC11	ENSG00000134744	1	52873954	53019159	-1
ID5223	IPI00218829	GSPT1	ENSG00000103342	16	11961985	12009939	-1
ID5224	NA	UPF3A	ENSG00000169062	13	115047059	115071283	1
ID5225	NA	RAB40B	ENSG00000141542	17	80612849	80656604	-1
ID5226	IPI00984592	MDFIC	ENSG00000135272	7	114562209	114659256	1
ID5227	NA	SCUBE3	ENSG00000146197	6	35182190	35220856	1
ID5228	IPI00477040	NUP188	ENSG00000095319	9	131709978	131769375	1
ID5229	NA	USP27X	ENSG00000242013	X	49644470	49647166	1
ID5230	NA	EIF4G2	ENSG00000110321	11	10818597	10830657	-1
ID5231	IPI00925631	LRRC23	ENSG00000010626	12	6982733	7023407	1
ID5232	NA	SPDYE6	ENSG00000166667	7	101986192	101996889	-1
ID5233	NA	TIMM50	ENSG00000105197	19	39971052	39984422	1
ID5234	IPI00964955	TMEM144	ENSG00000164124	4	159122756	159176563	1
ID5235	IPI00004712	HUS1	ENSG00000136273	7	47735328	48019178	-1
ID5236	IPI00031388	PIK3CB	ENSG00000051382	3	138372860	138553780	-1
ID5237	IPI00465438	SLC6A2	ENSG00000103546	16	55689516	55740104	1
ID5238	IPI00877855	RHBDD3	ENSG00000100263	22	29655841	29664198	-1
ID5239	NA	MYLK3	ENSG00000140795	16	46740891	46824319	-1
ID5240	IPI00013297	PDAP1	ENSG00000106244	7	98989671	99006452	-1
ID5242	IPI00827764	ZNF573	ENSG00000189144	19	38226734	38307940	-1
ID5243	IPI00294443	CLIC5	ENSG00000112782	6	45868045	46048132	-1
ID5244	NA	ANGEL2	ENSG00000174606	1	213165524	213189168	-1
ID5245	IPI00385042	GTPBP4	ENSG00000107937	10	1034338	1065876	1
ID5246	NA	GNL3L	ENSG00000130119	X	54556644	54587504	1
ID5247	NA	URB1	ENSG00000142207	21	33683329	33765335	-1
ID5248	IPI01013044	SVIL	ENSG00000197321	10	29746267	30025710	-1
ID5249	IPI00004317	POLG	ENSG00000140521	15	89859534	89878092	-1
ID5250	IPI00980593	POLG	ENSG00000140521	15	89859534	89878092	-1
ID5252	IPI00059912	SKA1	ENSG00000154839	18	47901365	47920543	1
ID5253	NA	RNF40	ENSG00000103549	16	30773066	30787628	1
ID5254	IPI01009360	SOS2	ENSG00000100485	14	50583847	50698276	-1
ID5255	IPI00009365	COX16	ENSG00000133983	14	70791798	70826448	-1
ID5256	NA	SURF1	ENSG00000260692	HG79_PATCH	136227290	136232211	-1
ID5257	NA	ZFAND5	ENSG00000107372	9	74966341	74980163	-1
ID5258	IPI00012620	ST3GAL2	ENSG00000157350	16	70413338	70473140	-1
ID5259	NA	MAU2	ENSG00000129933	19	19431490	19469563	1
ID5260	NA	CFLAR	ENSG00000003402	2	201980827	202041410	1
ID5261	NA	SMARCA4	ENSG00000127616	19	11071598	11176071	1
ID5262	NA	BCAP29	ENSG00000075790	7	107220422	107269615	1
ID5263	IPI00171309	THAP3	ENSG00000041988	1	6684926	6695646	1
ID5264	IPI00410575	SIX5	ENSG00000177045	19	46268043	46272484	-1
ID5265	NA	ZNF234	ENSG00000263002	19	44645710	44663156	1
ID5266	IPI00418555	ZNF813	ENSG00000198346	19	53970989	54006950	1
ID5268	NA	FAM211B	ENSG00000178026	22	24981588	24989175	-1
ID5269	IPI01025195	AKAP6	ENSG00000151320	14	32798479	33300567	1
ID5270	NA	RPLP2	ENSG00000177600	11	809647	812880	1
ID5272	NA	EIF1	ENSG00000173812	17	39845137	39848920	1
ID5273	IPI00719277	ZBTB7C	ENSG00000184828	18	45553044	45937123	-1
ID5274	IPI00455835	PLEKHA2	ENSG00000169499	8	38758753	38831428	1
ID5275	IPI00010474	SLC7A11	ENSG00000151012	4	139085251	139163503	-1
ID5276	NA	RPL10	ENSG00000147403	X	153618315	153637504	1
ID5277	IPI00917719	WNT7B	ENSG00000188064	22	46316242	46373009	-1
ID5278	NA	HBE1	ENSG00000213931	11	5289582	5526847	-1
ID5279	NA	TYMS	ENSG00000176890	18	657604	673578	1
ID5280	NA	SLC16A3	ENSG00000141526	17	80186273	80219005	1
ID5281	NA	PTPN1	ENSG00000196396	20	49126891	49201299	1
ID5282	IPI00963888	ADCY2	ENSG00000078295	5	7396321	7830194	1
ID5283	NA	ADCY2	ENSG00000078295	5	7396321	7830194	1
ID5284	NA	ENOSF1	ENSG00000132199	18	670324	712676	-1
ID5285	IPI00006666	SLC16A3	ENSG00000141526	17	80186273	80219005	1
ID5286	IPI00009217	FUT7	ENSG00000180549	9	139924626	139927462	-1
ID5287	NA	CNPY4	ENSG00000166997	7	99717236	99723134	1
ID5288	NA	IL27RA	ENSG00000104998	19	14142560	14163743	1
ID5290	IPI01021550	PRKD1	ENSG00000184304	14	30045687	30661104	-1
ID5291	NA	SMARCA2	ENSG00000080503	9	2015342	2193624	1
ID5292	NA	ITPK1	ENSG00000100605	14	93403259	93582665	-1
ID5293	IPI00979987	TEK	ENSG00000120156	9	27109139	27230173	1
ID5294	IPI00604476	SEC61A1	ENSG00000058262	3	127770484	127790526	1
ID5295	IPI00759832	YWHAB	ENSG00000166913	20	43514317	43537173	1
ID5296	IPI00645801	YWHAB	ENSG00000166913	20	43514317	43537173	1
ID5297	IPI00465233	EIF3L	ENSG00000100129	22	38244875	38285414	1
ID5298	IPI00007673	CHCHD2	ENSG00000106153	7	56169262	56174269	-1
ID5300	IPI00651737	NGRN	ENSG00000182768	15	90808891	90816463	1
ID5301	NA	RPS12	ENSG00000112306	6	133135580	133138703	1
ID5302	IPI00412714	SERBP1	ENSG00000142864	1	67873493	67896098	-1
ID5303	IPI00410693	SERBP1	ENSG00000142864	1	67873493	67896098	-1
ID5304	IPI00032851	COPZ1	ENSG00000111481	12	54694986	54745633	1
ID5305	IPI00018931	VPS35	ENSG00000069329	16	46690054	46723430	-1
ID5306	IPI00027463	S100A6	ENSG00000197956	1	153507075	153508720	-1
ID5307	IPI00432493	AES	ENSG00000104964	19	3052908	3063105	-1
ID5308	IPI00290452	TMBIM1	ENSG00000135926	2	219138915	219157309	-1
ID5309	IPI00031821	ITM2B	ENSG00000136156	13	48807294	48837063	1
ID5311	IPI00797612	WDR6	ENSG00000178252	3	49044495	49053386	1
ID5312	IPI00328149	EIF2AK1	ENSG00000086232	7	6061881	6098861	-1
ID5314	IPI00299573	RPL7A	ENSG00000260501	HG79_PATCH	136223749	136226961	1
ID5315	IPI00025622	ZFAND5	ENSG00000107372	9	74966341	74980163	-1
ID5316	IPI00256605	WAC	ENSG00000095787	10	28821422	28912041	1
ID5317	IPI00019381	TMEM30A	ENSG00000112697	6	75962640	75994684	-1
ID5318	IPI00293189	PERP	ENSG00000112378	6	138409642	138428648	-1
ID5319	IPI00018627	NAA50	ENSG00000121579	3	113435307	113465147	-1
ID5320	IPI00938079	PDCD6IP	ENSG00000170248	3	33839844	33911194	1
ID5321	IPI00221088	RPS9	ENSG00000170889	19	54704610	54752862	1
ID5322	IPI00641650	ADIPOR1	ENSG00000159346	1	202909951	202927700	-1
ID5323	IPI00783982	COPG1	ENSG00000181789	3	128968449	128996614	1
ID5324	IPI00011996	UBE2Z	ENSG00000159202	17	46985731	47006418	1
ID5325	IPI00219673	GSTK1	ENSG00000197448	7	142941186	142967947	1
ID5326	IPI00177728	CNDP2	ENSG00000133313	18	72163051	72188366	1
ID5327	IPI00655650	RPS26	ENSG00000197728	12	56435637	56438116	1
ID5328	IPI00302281	DDX56	ENSG00000136271	7	44605016	44614650	-1
ID5329	IPI00007764	HN1	ENSG00000189159	17	73131343	73164376	-1
ID5330	IPI00917901	SERF2	ENSG00000140264	15	44069285	44094787	1
ID5331	IPI00478003	A2M	ENSG00000175899	12	9220260	9268825	-1
ID5332	IPI00030847	TM9SF3	ENSG00000077147	10	98277866	98347209	-1
ID5333	IPI00294754	TRIM44	ENSG00000166326	11	35684353	35829775	1
ID5334	NA	TRIM44	ENSG00000166326	11	35684353	35829775	1
ID5335	IPI00651738	ADI1	ENSG00000182551	2	3501132	3523507	-1
ID5336	IPI00014376	RAB31	ENSG00000168461	18	9708162	9862548	1
ID5337	IPI00604756	NRBP1	ENSG00000115216	2	27650657	27665126	1
ID5338	IPI00000612	TMEM50A	ENSG00000183726	1	25664408	25688852	1
ID5339	IPI00783987	C3	ENSG00000125730	19	6677715	6730573	-1
ID5340	IPI00006980	C14orf166	ENSG00000087302	14	52456193	52471420	1
ID5341	IPI00006377	POMP	ENSG00000132963	13	29233241	29253062	1
ID5342	IPI00100030	PIGT	ENSG00000124155	20	44044717	44054884	1
ID5343	IPI00171411	GOLM1	ENSG00000135052	9	88641061	88715088	-1
ID5344	IPI00003833	MTCH2	ENSG00000109919	11	47638867	47664175	-1
ID5345	IPI00011770	NDUFA4	ENSG00000189043	7	10971578	10979883	-1
ID5346	IPI00009010	TRMT112	ENSG00000173113	11	64083932	64085556	-1
ID5347	IPI00339384	RDH11	ENSG00000072042	14	68143518	68162531	-1
ID5348	IPI00008998	PTPLAD1	ENSG00000074696	15	65822756	65870687	1
ID5349	IPI00100585	SLC39A1	ENSG00000143570	1	153931575	153940188	-1
ID5350	IPI00015681	PNRC2	ENSG00000189266	1	24285599	24289952	1
ID5351	IPI00031819	WDR83OS	ENSG00000105583	19	12778885	12782170	-1
ID5353	IPI00414289	GPS1	ENSG00000169727	17	80008567	80015346	1
ID5354	IPI00429538	YPEL5	ENSG00000119801	2	30369807	30383399	1
ID5355	IPI00008569	YKT6	ENSG00000106636	7	44240567	44253893	1
ID5356	IPI00441473	PRMT5	ENSG00000100462	14	23389720	23398794	-1
ID5357	IPI00004669	GALNT2	ENSG00000143641	1	230193536	230417870	1
ID5358	IPI00258833	SNX6	ENSG00000129515	14	35030300	35099389	-1
ID5359	IPI00009235	SSR3	ENSG00000114850	3	156257929	156272973	-1
ID5360	IPI00008982	ALDH18A1	ENSG00000059573	10	97365696	97416463	-1
ID5361	IPI00295209	SNX5	ENSG00000089006	20	17922241	17949623	-1
ID5362	IPI00020436	RAB11B	ENSG00000185236	19	8454865	8469318	1
ID5363	IPI00553017	PRR13	ENSG00000205352	12	53835389	53840429	1
ID5364	IPI00301280	TMEM43	ENSG00000170876	3	14166440	14185179	1
ID5365	IPI00290543	NPLOC4	ENSG00000182446	17	79523913	79615495	-1
ID5366	IPI00294495	UFC1	ENSG00000143222	1	161122566	161128646	1
ID5367	IPI00005011	CNOT2	ENSG00000111596	12	70636774	70748773	1
ID5368	IPI00020965	UBE2H	ENSG00000186591	7	129470572	129592789	-1
ID5369	IPI00012235	NDFIP1	ENSG00000131507	5	141488070	141534005	1
ID5370	IPI00215878	ATP5E	ENSG00000124172	20	57600522	57607437	-1
ID5371	IPI00022145	NUCKS1	ENSG00000069275	1	205681947	205719404	-1
ID5372	IPI00005490	GOLPH3	ENSG00000113384	5	32124810	32174456	-1
ID5373	IPI00418313	ILF3	ENSG00000129351	19	10764937	10803093	1
ID5374	NA	POLDIP2	ENSG00000004142	17	26673659	26684545	-1
ID5375	IPI00024567	GLTSCR2	ENSG00000105373	19	48248779	48260315	1
ID5376	IPI00028195	MAPKAP1	ENSG00000119487	9	128199672	128469513	-1
ID5377	IPI00022305	BZW2	ENSG00000136261	7	16685756	16746148	1
ID5378	IPI00103994	LARS	ENSG00000133706	5	145492601	145562223	-1
ID5380	IPI00306043	YTHDF2	ENSG00000198492	1	29063133	29096287	1
ID5381	IPI00550655	SPIN1	ENSG00000106723	9	91003334	91093609	1
ID5382	IPI00024642	CCDC47	ENSG00000108588	17	61822610	61853711	-1
ID5383	IPI00026970	SUPT16H	ENSG00000092201	14	21819631	21852425	-1
ID5384	IPI00411623	ENAH	ENSG00000154380	1	225674537	225840844	-1
ID5385	IPI00170786	WBP11	ENSG00000084463	12	14939410	14956474	-1
ID5386	IPI00006937	UBE2J1	ENSG00000198833	6	90036344	90062567	-1
ID5387	IPI00010248	SPG21	ENSG00000090487	15	65255362	65282648	-1
ID5388	IPI00792743	SLTM	ENSG00000137776	15	59171244	59225852	-1
ID5389	IPI00419844	USP39	ENSG00000168883	2	85829979	85876403	1
ID5390	IPI00397571	NSFL1C	ENSG00000088833	20	1422807	1454487	-1
ID5391	IPI00402183	SYNCRIP	ENSG00000135316	6	86318053	86353510	-1
ID5392	IPI00396969	C20orf24	ENSG00000101084	20	35234137	35240960	1
ID5393	IPI00149321	YY1AP1	ENSG00000163374	1	155629237	155658791	-1
ID5394	IPI00100673	CHMP3	ENSG00000115561	2	86730554	86948245	-1
ID5395	IPI00218245	EVL	ENSG00000196405	14	100437786	100610573	1
ID5396	IPI00952872	TFG	ENSG00000114354	3	100428205	100467810	1
ID5397	IPI00007208	DDX41	ENSG00000183258	5	176938578	176944470	-1
ID5398	IPI00007694	PPME1	ENSG00000214517	11	73882144	73965748	1
ID5399	IPI00893315	LUC7L2	ENSG00000269955	7	139026106	139107345	1
ID5400	IPI00556494	MED4	ENSG00000136146	13	48627459	48669267	-1
ID5401	IPI00009633	CTDSP1	ENSG00000144579	2	219262979	219270664	1
ID5402	IPI00295621	HIGD1A	ENSG00000181061	3	42798669	42846023	-1
ID5403	IPI00925511	QARS	ENSG00000172053	3	49133365	49142553	-1
ID5404	IPI00104050	THRAP3	ENSG00000054118	1	36690017	36770958	1
ID5405	IPI00015018	PPA1	ENSG00000180817	10	71962586	71993667	-1
ID5406	IPI00477763	CDC42BPB	ENSG00000198752	14	103398716	103523799	-1
ID5407	IPI00306380	GNL3	ENSG00000163938	3	52715172	52728508	1
ID5408	IPI00219778	SLMO2	ENSG00000101166	20	57608200	57617964	-1
ID5409	IPI00018871	ARL8B	ENSG00000134108	3	5163905	5222596	1
ID5410	IPI00658152	TNS3	ENSG00000136205	7	47314752	47622156	-1
ID5411	IPI00291093	POLR2E	ENSG00000099817	19	1086594	1095598	-1
ID5412	IPI00106646	SDF4	ENSG00000078808	1	1152288	1167411	-1
ID5413	IPI00001757	RBM8A	ENSG00000131795	1	145507598	145513536	1
